transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,month,day_of_week,is_weekend
TXN_2086841,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-03-16,March,Thursday,Weekday
TXN_9944141,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-07-18,July,Tuesday,Weekday
TXN_2438638,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-08-12,August,Saturday,Weekend
TXN_4644790,Unknown,1.0,4.0,4.0,Credit Card,Unknown,2023-09-19,September,Tuesday,Weekday
TXN_9216933,Cookie,4.0,1.0,4.0,Unknown,Unknown,2023-05-29,May,Monday,Weekday
TXN_8308356,Smoothie,1.0,4.0,4.0,Digital Wallet,Unknown,2023-11-21,November,Tuesday,Weekday
TXN_7933500,Tea,3.0,1.5,4.5,Unknown,In-store,2023-09-21,September,Thursday,Weekday
TXN_1602123,Coffee,3.0,2.0,2.0,Cash,Unknown,2023-04-11,April,Tuesday,Weekday
TXN_3321395,Tea,3.0,1.5,1.5,Digital Wallet,Takeaway,2023-07-08,July,Saturday,Weekend
TXN_7563589,Smoothie,5.0,4.0,20.0,Cash,Unknown,2023-09-19,September,Tuesday,Weekday
TXN_7864482,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-01-28,January,Saturday,Weekend
TXN_7942343,Cookie,4.0,1.0,4.0,Digital Wallet,Unknown,2023-06-15,June,Thursday,Weekday
TXN_1585329,Smoothie,4.0,4.0,16.0,Credit Card,Unknown,2023-07-16,July,Sunday,Weekend
TXN_6550460,Sandwich,5.0,4.0,20.0,Unknown,Unknown,2023-03-15,March,Wednesday,Weekday
TXN_3416466,Juice,2.0,3.0,6.0,Digital Wallet,Unknown,2023-09-13,September,Wednesday,Weekday
TXN_5125759,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-06-15,June,Thursday,Weekday
TXN_7321946,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-02-12,February,Sunday,Weekend
TXN_4336291,Salad,5.0,5.0,25.0,Cash,In-store,2023-03-25,March,Saturday,Weekend
TXN_5240229,Salad,1.0,5.0,5.0,Unknown,In-store,2023-06-10,June,Saturday,Weekend
TXN_7854253,Coffee,4.0,2.0,8.0,Cash,Unknown,2023-07-26,July,Wednesday,Weekday
TXN_1971201,Smoothie,2.0,4.0,8.0,Digital Wallet,Unknown,2023-11-07,November,Tuesday,Weekday
TXN_2673104,Tea,1.0,1.5,1.5,Unknown,Unknown,2023-06-23,June,Friday,Weekday
TXN_7479695,Smoothie,5.0,4.0,20.0,Credit Card,Unknown,2023-12-12,December,Tuesday,Weekday
TXN_1084222,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-06-03,June,Saturday,Weekend
TXN_1723062,Salad,1.0,5.0,5.0,Unknown,In-store,2023-09-21,September,Thursday,Weekday
TXN_4987205,Tea,2.0,1.5,3.0,Unknown,Takeaway,2023-06-24,June,Saturday,Weekend
TXN_8025478,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-01-24,January,Tuesday,Weekday
TXN_7529735,Coffee,3.0,2.0,6.0,Unknown,In-store,2023-08-12,August,Saturday,Weekend
TXN_1598214,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-01-07,January,Saturday,Weekend
TXN_7872478,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-04-25,April,Tuesday,Weekday
TXN_9464398,Cake,4.0,3.0,12.0,Credit Card,Unknown,2023-09-25,September,Monday,Weekday
TXN_9319656,Tea,5.0,1.5,7.5,Unknown,Unknown,2023-12-22,December,Friday,Weekday
TXN_9212052,Salad,4.0,5.0,20.0,Cash,Unknown,2023-10-15,October,Sunday,Weekend
TXN_2913107,Unknown,4.0,3.0,8.0,Unknown,In-store,2023-05-20,May,Saturday,Weekend
TXN_2550923,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-08-26,August,Saturday,Weekend
TXN_3352028,Unknown,4.0,1.0,4.0,Credit Card,In-store,2023-08-26,August,Saturday,Weekend
TXN_2682803,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-04-09,April,Sunday,Weekend
TXN_1745182,Cookie,2.0,3.0,2.0,Digital Wallet,Takeaway,2023-09-26,September,Tuesday,Weekday
TXN_7608637,Unknown,1.0,5.0,5.0,Digital Wallet,Unknown,2023-04-08,April,Saturday,Weekend
TXN_6388090,Juice,4.0,3.0,12.0,Unknown,Unknown,2023-04-08,April,Saturday,Weekend
TXN_4335735,Coffee,2.0,2.0,4.0,Unknown,Unknown,2023-04-07,April,Friday,Weekday
TXN_9264301,Coffee,1.0,2.0,2.0,Unknown,In-store,2023-10-24,October,Tuesday,Weekday
TXN_6547896,Coffee,3.0,2.0,6.0,Unknown,Unknown,2023-03-02,March,Thursday,Weekday
TXN_2414686,Cake,1.0,3.0,3.0,Cash,Unknown,2023-03-02,March,Thursday,Weekday
TXN_9868114,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-11-12,November,Sunday,Weekend
TXN_6127474,Cookie,5.0,3.0,5.0,Cash,In-store,2023-09-17,September,Sunday,Weekend
TXN_5549557,Cake,2.0,3.0,6.0,Cash,In-store,2023-02-27,February,Monday,Weekday
TXN_4668762,Smoothie,3.0,4.0,12.0,Digital Wallet,Unknown,2023-03-10,March,Friday,Weekday
TXN_1058466,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-12-07,December,Thursday,Weekday
TXN_8892230,Coffee,5.0,2.0,10.0,Unknown,Unknown,2023-03-02,March,Thursday,Weekday
TXN_3332915,Cookie,2.0,1.0,2.0,Unknown,Takeaway,2023-01-19,January,Thursday,Weekday
TXN_9596023,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-11-30,November,Thursday,Weekday
TXN_6122423,Salad,4.0,5.0,20.0,Unknown,In-store,2023-09-28,September,Thursday,Weekday
TXN_8934637,Smoothie,1.0,4.0,4.0,Unknown,In-store,2023-01-07,January,Saturday,Weekend
TXN_4846406,Cookie,3.0,1.0,3.0,Cash,In-store,2023-05-22,May,Monday,Weekday
TXN_8917300,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-03-04,March,Saturday,Weekend
TXN_7742182,Tea,2.0,1.5,3.0,Unknown,Unknown,2023-11-09,November,Thursday,Weekday
TXN_8131533,Cake,1.0,3.0,3.0,Cash,In-store,2023-07-18,July,Tuesday,Weekday
TXN_1836754,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-09-10,September,Sunday,Weekend
TXN_2531878,Salad,3.0,5.0,15.0,Unknown,Unknown,2023-01-06,January,Friday,Weekday
TXN_8126586,Sandwich,5.0,4.0,20.0,Unknown,In-store,2023-11-19,November,Sunday,Weekend
TXN_4522292,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-07-12,July,Wednesday,Weekday
TXN_2896162,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-07-12,July,Wednesday,Weekday
TXN_4209377,Salad,2.0,5.0,10.0,Unknown,Unknown,2023-02-07,February,Tuesday,Weekday
TXN_9097321,Juice,2.0,3.0,6.0,Credit Card,Unknown,2023-10-02,October,Monday,Weekday
TXN_8258400,Unknown,5.0,5.0,25.0,Unknown,Unknown,2023-10-09,October,Monday,Weekday
TXN_3267393,Sandwich,2.0,4.0,8.0,Unknown,In-store,2023-02-24,February,Friday,Weekday
TXN_2389110,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-05-30,May,Tuesday,Weekday
TXN_2704452,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-09-05,September,Tuesday,Weekday
TXN_4892165,Juice,3.0,3.0,9.0,Cash,In-store,2023-07-27,July,Thursday,Weekday
TXN_6588156,Cake,4.0,3.0,12.0,Unknown,In-store,2023-04-14,April,Friday,Weekday
TXN_4721830,Sandwich,3.0,4.0,12.0,Unknown,Unknown,2023-11-15,November,Wednesday,Weekday
TXN_6941542,Sandwich,3.0,4.0,12.0,Unknown,In-store,2023-09-27,September,Wednesday,Weekday
TXN_5214986,Cookie,5.0,3.0,5.0,Credit Card,In-store,2023-09-21,September,Thursday,Weekday
TXN_3635874,Sandwich,2.0,4.0,8.0,Cash,Unknown,2023-03-16,March,Thursday,Weekday
TXN_1721910,Juice,4.0,3.0,12.0,Digital Wallet,Unknown,2023-03-21,March,Tuesday,Weekday
TXN_9615339,Sandwich,1.0,4.0,4.0,Unknown,In-store,2023-03-21,March,Tuesday,Weekday
TXN_1120969,Coffee,2.0,2.0,4.0,Credit Card,Unknown,2023-04-15,April,Saturday,Weekend
TXN_4246000,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-07-09,July,Sunday,Weekend
TXN_9253541,Unknown,1.0,1.5,1.5,Digital Wallet,Unknown,2023-06-04,June,Sunday,Weekend
TXN_9699174,Smoothie,3.0,4.0,12.0,Unknown,Unknown,2023-01-03,January,Tuesday,Weekday
TXN_6036409,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-02-16,February,Thursday,Weekday
TXN_5927258,Tea,5.0,1.5,7.5,Unknown,In-store,2023-10-18,October,Wednesday,Weekday
TXN_6027031,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-11-15,November,Wednesday,Weekday
TXN_4449992,Unknown,3.0,1.0,3.0,Digital Wallet,Unknown,2023-01-09,January,Monday,Weekday
TXN_3018211,Salad,4.0,5.0,20.0,Unknown,Unknown,2023-01-09,January,Monday,Weekday
TXN_1900906,Coffee,5.0,2.0,10.0,Cash,Unknown,2023-01-31,January,Tuesday,Weekday
TXN_7171590,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-04-24,April,Monday,Weekday
TXN_5746203,Tea,5.0,1.5,7.5,Cash,Unknown,2023-07-08,July,Saturday,Weekend
TXN_1696300,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-05-28,May,Sunday,Weekend
TXN_1255476,Smoothie,1.0,4.0,4.0,Unknown,Unknown,2023-08-28,August,Monday,Weekday
TXN_9403115,Tea,1.0,1.5,1.5,Unknown,Unknown,2023-04-17,April,Monday,Weekday
TXN_4476539,Salad,2.0,5.0,10.0,Cash,Unknown,2023-04-19,April,Wednesday,Weekday
TXN_5263133,Juice,2.0,3.0,6.0,Unknown,Takeaway,2023-05-22,May,Monday,Weekday
TXN_8473362,Juice,3.0,3.0,9.0,Digital Wallet,Unknown,2023-11-22,November,Wednesday,Weekday
TXN_8402606,Cookie,3.0,1.0,3.0,Unknown,Takeaway,2023-05-09,May,Tuesday,Weekday
TXN_6857799,Cookie,4.0,1.0,4.0,Cash,Unknown,2023-01-08,January,Sunday,Weekend
TXN_9362993,Coffee,3.0,2.0,6.0,Cash,In-store,2023-10-22,October,Sunday,Weekend
TXN_7458568,Smoothie,5.0,4.0,20.0,Digital Wallet,Unknown,2023-05-09,May,Tuesday,Weekday
TXN_7474617,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-05-09,May,Tuesday,Weekday
TXN_1959082,Juice,5.0,3.0,15.0,Credit Card,Unknown,2023-06-08,June,Thursday,Weekday
TXN_9630958,Smoothie,5.0,3.0,20.0,Digital Wallet,In-store,2023-12-26,December,Tuesday,Weekday
TXN_4290475,Smoothie,1.0,4.0,4.0,Unknown,Takeaway,2023-04-20,April,Thursday,Weekday
TXN_4561296,Salad,5.0,5.0,25.0,Cash,In-store,2023-11-22,November,Wednesday,Weekday
TXN_6422545,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-11-03,November,Friday,Weekday
TXN_6012728,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-05-09,May,Tuesday,Weekday
TXN_8886678,Tea,5.0,1.5,7.5,Cash,Unknown,2023-03-27,March,Monday,Weekday
TXN_5424622,Tea,4.0,1.5,6.0,Unknown,In-store,2023-07-12,July,Wednesday,Weekday
TXN_1204426,Sandwich,3.0,4.0,12.0,Credit Card,Unknown,2023-01-16,January,Monday,Weekday
TXN_1885495,Coffee,4.0,2.0,8.0,Cash,Unknown,2023-03-04,March,Saturday,Weekend
TXN_3646359,Salad,2.0,5.0,10.0,Credit Card,Unknown,2023-07-23,July,Sunday,Weekend
TXN_3284157,Tea,4.0,3.0,6.0,Digital Wallet,Unknown,2023-05-17,May,Wednesday,Weekday
TXN_4533186,Tea,3.0,1.5,4.5,Unknown,Takeaway,2023-04-19,April,Wednesday,Weekday
TXN_3046567,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-01-07,January,Saturday,Weekend
TXN_3594827,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-09,March,Thursday,Weekday
TXN_2883054,Cake,4.0,3.0,12.0,Cash,In-store,2023-11-17,November,Friday,Weekday
TXN_1744319,Smoothie,3.0,4.0,12.0,Cash,Unknown,2023-03-24,March,Friday,Weekday
TXN_6182856,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-02,April,Sunday,Weekend
TXN_7341998,Cake,3.0,3.0,9.0,Digital Wallet,Unknown,2023-02-18,February,Saturday,Weekend
TXN_5438422,Smoothie,3.0,4.0,12.0,Unknown,In-store,2023-09-25,September,Monday,Weekday
TXN_7187128,Tea,5.0,1.5,7.5,Unknown,Takeaway,2023-08-24,August,Thursday,Weekday
TXN_6499084,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-03-15,March,Wednesday,Weekday
TXN_5738243,Salad,5.0,3.0,25.0,Credit Card,Takeaway,2023-08-30,August,Wednesday,Weekday
TXN_8946752,Tea,4.0,1.5,6.0,Cash,Unknown,2023-06-08,June,Thursday,Weekday
TXN_5453217,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-07-11,July,Tuesday,Weekday
TXN_9340973,Cookie,4.0,1.0,4.0,Cash,Unknown,2023-03-07,March,Tuesday,Weekday
TXN_8562684,Tea,5.0,1.5,7.5,Unknown,Takeaway,2023-06-25,June,Sunday,Weekend
TXN_2477021,Cookie,4.0,3.0,4.0,Credit Card,In-store,2023-06-25,June,Sunday,Weekend
TXN_2030078,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-04-10,April,Monday,Weekday
TXN_9490465,Unknown,3.0,4.0,12.0,Unknown,Unknown,2023-05-06,May,Saturday,Weekend
TXN_6603668,Coffee,4.0,3.0,8.0,Credit Card,Takeaway,2023-03-07,March,Tuesday,Weekday
TXN_7077961,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-19,September,Tuesday,Weekday
TXN_3343585,Cake,1.0,3.0,3.0,Cash,In-store,2023-09-17,September,Sunday,Weekend
TXN_7896831,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-04-01,April,Saturday,Weekend
TXN_2510233,Unknown,2.0,4.0,8.0,Credit Card,In-store,2023-11-04,November,Saturday,Weekend
TXN_3541337,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-09-01,September,Friday,Weekday
TXN_2140056,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-12-07,December,Thursday,Weekday
TXN_9629256,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-07,November,Tuesday,Weekday
TXN_8419985,Cake,3.0,3.0,9.0,Unknown,Unknown,2023-08-26,August,Saturday,Weekend
TXN_6349916,Salad,1.0,5.0,5.0,Cash,Unknown,2023-07-09,July,Sunday,Weekend
TXN_6568254,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-02-09,February,Thursday,Weekday
TXN_1730385,Cake,2.0,3.0,6.0,Credit Card,Unknown,2023-03-01,March,Wednesday,Weekday
TXN_7800576,Sandwich,3.0,4.0,16.0,Unknown,Unknown,2023-07-13,July,Thursday,Weekday
TXN_6935600,Coffee,3.0,2.0,6.0,Unknown,Unknown,2023-01-02,January,Monday,Weekday
TXN_1851725,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-02-19,February,Sunday,Weekend
TXN_5691112,Juice,5.0,3.0,15.0,Unknown,Unknown,2023-03-24,March,Friday,Weekday
TXN_9514836,Coffee,3.0,2.0,6.0,Unknown,In-store,2023-03-29,March,Wednesday,Weekday
TXN_4172649,Salad,4.0,5.0,20.0,Digital Wallet,Unknown,2023-05-19,May,Friday,Weekday
TXN_6504096,Salad,5.0,5.0,25.0,Cash,Unknown,2023-09-10,September,Sunday,Weekend
TXN_9921708,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-07-20,July,Thursday,Weekday
TXN_6361661,Smoothie,2.0,4.0,8.0,Cash,Unknown,2023-11-05,November,Sunday,Weekend
TXN_4329116,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-09-29,September,Friday,Weekday
TXN_4142781,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-30,January,Monday,Weekday
TXN_6055428,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-02-25,February,Saturday,Weekend
TXN_4359885,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-01-16,January,Monday,Weekday
TXN_4255116,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-12-24,December,Sunday,Weekend
TXN_6511482,Tea,3.0,1.5,4.5,Credit Card,Unknown,2023-03-17,March,Friday,Weekday
TXN_9672367,Cookie,2.0,1.0,2.0,Unknown,In-store,2023-12-21,December,Thursday,Weekday
TXN_1514364,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-01-21,January,Saturday,Weekend
TXN_1643122,Juice,3.0,3.0,9.0,Unknown,In-store,2023-05-15,May,Monday,Weekday
TXN_2252586,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-09-08,September,Friday,Weekday
TXN_8853027,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-06-21,June,Wednesday,Weekday
TXN_1489200,Unknown,1.0,3.0,3.0,Unknown,Unknown,2023-03-27,March,Monday,Weekday
TXN_2351890,Tea,4.0,1.5,6.0,Unknown,In-store,2023-02-27,February,Monday,Weekday
TXN_1026050,Cake,1.0,3.0,3.0,Unknown,Unknown,2023-04-23,April,Sunday,Weekend
TXN_3882139,Smoothie,4.0,4.0,16.0,Unknown,Unknown,2023-12-28,December,Thursday,Weekday
TXN_6296806,Sandwich,2.0,4.0,8.0,Unknown,Takeaway,2023-12-28,December,Thursday,Weekday
TXN_6149247,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-09-21,September,Thursday,Weekday
TXN_3371429,Salad,2.0,5.0,10.0,Credit Card,Unknown,2023-11-01,November,Wednesday,Weekday
TXN_5136479,Sandwich,1.0,3.0,4.0,Unknown,In-store,2023-01-04,January,Wednesday,Weekday
TXN_5722175,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-03-01,March,Wednesday,Weekday
TXN_4075198,Salad,5.0,5.0,25.0,Cash,Unknown,2023-08-27,August,Sunday,Weekend
TXN_3865627,Coffee,4.0,2.0,8.0,Unknown,In-store,2023-02-16,February,Thursday,Weekday
TXN_2136226,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-12-12,December,Tuesday,Weekday
TXN_2920551,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-11-27,November,Monday,Weekday
TXN_9206923,Sandwich,1.0,4.0,4.0,Unknown,Unknown,2023-11-16,November,Thursday,Weekday
TXN_6335909,Salad,4.0,5.0,20.0,Unknown,In-store,2023-06-21,June,Wednesday,Weekday
TXN_8107970,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-06-03,June,Saturday,Weekend
TXN_3435561,Unknown,2.0,3.0,6.0,Unknown,Takeaway,2023-06-03,June,Saturday,Weekend
TXN_8079747,Unknown,2.0,5.0,10.0,Digital Wallet,Unknown,2023-03-18,March,Saturday,Weekend
TXN_2135358,Cake,5.0,3.0,15.0,Credit Card,Unknown,2023-05-28,May,Sunday,Weekend
TXN_1313701,Cookie,2.0,1.0,2.0,Unknown,Unknown,2023-10-03,October,Tuesday,Weekday
TXN_4035669,Juice,3.0,3.0,9.0,Cash,Unknown,2023-04-21,April,Friday,Weekday
TXN_5900899,Unknown,4.0,1.0,4.0,Unknown,Takeaway,2023-04-21,April,Friday,Weekday
TXN_4037502,Coffee,2.0,3.0,4.0,Cash,Takeaway,2023-08-10,August,Thursday,Weekday
TXN_6879752,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-10-07,October,Saturday,Weekend
TXN_8708666,Cake,4.0,3.0,12.0,Unknown,Takeaway,2023-01-10,January,Tuesday,Weekday
TXN_5535579,Coffee,5.0,2.0,10.0,Cash,In-store,2023-12-21,December,Thursday,Weekday
TXN_2449402,Smoothie,5.0,4.0,20.0,Cash,Unknown,2023-01-29,January,Sunday,Weekend
TXN_6097759,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-06-18,June,Sunday,Weekend
TXN_9579740,Cake,3.0,3.0,9.0,Digital Wallet,Unknown,2023-03-05,March,Sunday,Weekend
TXN_3026936,Cake,5.0,3.0,15.0,Unknown,Unknown,2023-05-19,May,Friday,Weekday
TXN_2532519,Cake,2.0,3.0,6.0,Digital Wallet,Unknown,2023-04-10,April,Monday,Weekday
TXN_9959765,Juice,4.0,3.0,12.0,Cash,Unknown,2023-02-19,February,Sunday,Weekend
TXN_9514996,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-07-25,July,Tuesday,Weekday
TXN_6757560,Cake,4.0,3.0,12.0,Cash,Unknown,2023-08-12,August,Saturday,Weekend
TXN_2222893,Coffee,4.0,2.0,8.0,Unknown,Takeaway,2023-12-20,December,Wednesday,Weekday
TXN_4346607,Salad,2.0,5.0,10.0,Digital Wallet,Unknown,2023-03-17,March,Friday,Weekday
TXN_2586830,Juice,1.0,3.0,3.0,Unknown,In-store,2023-02-12,February,Sunday,Weekend
TXN_2706461,Salad,3.0,5.0,15.0,Credit Card,Unknown,2023-12-13,December,Wednesday,Weekday
TXN_1829391,Juice,4.0,3.0,12.0,Credit Card,Unknown,2023-10-06,October,Friday,Weekday
TXN_5022805,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-12-17,December,Sunday,Weekend
TXN_6815801,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-03-15,March,Wednesday,Weekday
TXN_2541441,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-09-21,September,Thursday,Weekday
TXN_5189465,Cookie,4.0,1.0,4.0,Unknown,Takeaway,2023-10-04,October,Wednesday,Weekday
TXN_1217810,Cookie,1.0,1.0,1.0,Digital Wallet,Unknown,2023-07-06,July,Thursday,Weekday
TXN_4894647,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-12-26,December,Tuesday,Weekday
TXN_7622855,Sandwich,2.0,4.0,8.0,Credit Card,Unknown,2023-07-10,July,Monday,Weekday
TXN_3215610,Unknown,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-06-14,June,Wednesday,Weekday
TXN_9931637,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-09-17,September,Sunday,Weekend
TXN_6625294,Sandwich,2.0,4.0,8.0,Digital Wallet,Unknown,2023-03-05,March,Sunday,Weekend
TXN_4577368,Cake,4.0,3.0,12.0,Cash,Unknown,2023-05-29,May,Monday,Weekday
TXN_4158904,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-01-31,January,Tuesday,Weekday
TXN_3444569,Unknown,1.0,4.0,4.0,Credit Card,Takeaway,2023-10-07,October,Saturday,Weekend
TXN_1208926,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-12-07,December,Thursday,Weekday
TXN_8090361,Coffee,1.0,2.0,2.0,Unknown,Unknown,2023-03-12,March,Sunday,Weekend
TXN_8363628,Salad,1.0,5.0,5.0,Digital Wallet,Unknown,2023-04-07,April,Friday,Weekday
TXN_4761088,Cake,4.0,3.0,12.0,Digital Wallet,Unknown,2023-08-27,August,Sunday,Weekend
TXN_2672126,Unknown,3.0,1.0,3.0,Cash,Unknown,2023-07-07,July,Friday,Weekday
TXN_3232279,Unknown,4.0,3.0,16.0,Unknown,Takeaway,2023-05-30,May,Tuesday,Weekday
TXN_8526941,Sandwich,5.0,3.0,20.0,Unknown,Takeaway,2023-03-16,March,Thursday,Weekday
TXN_2453194,Cake,4.0,3.0,12.0,Digital Wallet,Unknown,2023-11-18,November,Saturday,Weekend
TXN_9970195,Coffee,2.0,2.0,4.0,Unknown,Unknown,2023-11-10,November,Friday,Weekday
TXN_4458848,Cookie,2.0,1.0,2.0,Unknown,In-store,2023-10-30,October,Monday,Weekday
TXN_1606273,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-11-02,November,Thursday,Weekday
TXN_8053946,Tea,1.0,1.5,1.5,Unknown,Takeaway,2023-09-18,September,Monday,Weekday
TXN_7963189,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-03-24,March,Friday,Weekday
TXN_9151273,Tea,2.0,1.5,3.0,Cash,Unknown,2023-04-09,April,Sunday,Weekend
TXN_4702345,Salad,4.0,5.0,20.0,Digital Wallet,Unknown,2023-01-08,January,Sunday,Weekend
TXN_7972349,Cake,3.0,3.0,12.0,Unknown,In-store,2023-04-19,April,Wednesday,Weekday
TXN_4832452,Tea,5.0,1.5,7.5,Cash,Unknown,2023-02-05,February,Sunday,Weekend
TXN_9314690,Salad,2.0,5.0,10.0,Credit Card,Unknown,2023-12-11,December,Monday,Weekday
TXN_3852141,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-08-04,August,Friday,Weekday
TXN_4723529,Sandwich,2.0,4.0,8.0,Unknown,Unknown,2023-03-25,March,Saturday,Weekend
TXN_9537106,Unknown,3.0,4.0,12.0,Unknown,Unknown,2023-10-11,October,Wednesday,Weekday
TXN_6039321,Salad,2.0,5.0,10.0,Credit Card,Unknown,2023-02-15,February,Wednesday,Weekday
TXN_5797307,Tea,5.0,1.5,7.5,Unknown,In-store,2023-03-16,March,Thursday,Weekday
TXN_4832566,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-03-16,March,Thursday,Weekday
TXN_2262398,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-09-12,September,Tuesday,Weekday
TXN_9813095,Juice,2.0,3.0,6.0,Cash,Unknown,2023-06-12,June,Monday,Weekday
TXN_8627869,Juice,1.0,3.0,3.0,Unknown,Unknown,2023-10-31,October,Tuesday,Weekday
TXN_1123346,Tea,3.0,1.5,4.5,Unknown,Unknown,2023-07-31,July,Monday,Weekday
TXN_6729852,Cookie,4.0,1.0,4.0,Unknown,Unknown,2023-06-29,June,Thursday,Weekday
TXN_9300618,Tea,3.0,1.5,4.5,Credit Card,Unknown,2023-03-06,March,Monday,Weekday
TXN_7832527,Cake,3.0,3.0,9.0,Cash,In-store,2023-01-26,January,Thursday,Weekday
TXN_4703100,Sandwich,1.0,4.0,4.0,Unknown,Unknown,2023-01-26,January,Thursday,Weekday
TXN_1650385,Sandwich,1.0,4.0,4.0,Unknown,Unknown,2023-07-24,July,Monday,Weekday
TXN_3632068,Unknown,2.0,3.0,6.0,Cash,Unknown,2023-08-29,August,Tuesday,Weekday
TXN_2132434,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-03,June,Saturday,Weekend
TXN_3847176,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-05-07,May,Sunday,Weekend
TXN_9691955,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-11-03,November,Friday,Weekday
TXN_4985415,Tea,4.0,1.5,6.0,Digital Wallet,Unknown,2023-08-01,August,Tuesday,Weekday
TXN_1172121,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-08-26,August,Saturday,Weekend
TXN_2521185,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-03-20,March,Monday,Weekday
TXN_6233021,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-12-22,December,Friday,Weekday
TXN_7498795,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-03-11,March,Saturday,Weekend
